customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,CLV
1754,84707 Harper Circle,3114,VIC,Australia,10,Zonnya,Tolland,Female,24,27/11/1965,,Retail,Mass Customer,N,Yes,15,58,6904.57
1755,78 Jackson Point,2047,NSW,Australia,11,Dagmar,Panyer,Female,38,23/08/1986,Tax Accountant,Property,Mass Customer,N,No,20,37,6597.55
1756,8 Armistice Circle,3977,VIC,Australia,6,Daron,,Female,92,17/12/1976,Junior Executive,,High Net Worth,N,No,7,47,2636.84
1757,73425 Mitchell Court,4304,QLD,Australia,3,Hashim,Hartwell,Male,68,03/03/1966,,IT,High Net Worth,N,No,7,58,1228.07
1758,4 5th Circle,2800,NSW,Australia,2,Helli,Cooksley,Female,16,28/10/1971,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6,52,4887.03
1759,096 Anniversary Point,2030,NSW,Australia,12,Quillan,Shortland,Male,52,02/06/1969,Biostatistician IV,Financial Services,High Net Worth,N,No,15,54,5494.57
1760,7714 Heffernan Circle,3130,VIC,Australia,8,Kelsy,Barrowcliff,Female,68,27/04/1966,Dental Hygienist,Health,High Net Worth,N,No,15,58,8150.56
1761,2 Portage Avenue,2170,NSW,Australia,9,Kassi,List,Female,96,29/08/1974,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14,49,5743.1
1762,636 Debs Circle,3039,VIC,Australia,9,Gaye,Steutly,Female,49,30/04/1978,Research Assistant II,Health,Mass Customer,N,Yes,18,46,12375.52
1763,08731 Coleman Lane,3352,VIC,Australia,6,Suzie,Ornillos,Female,96,30/10/1994,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7,29,7841.49
1764,12860 Warner Court,3129,VIC,Australia,8,Zaria,Van der Krui,Female,36,21/06/1960,Desktop Support Technician,,Mass Customer,N,Yes,10,63,3350.14
1765,10 Cambridge Street,4567,QLD,Australia,7,Sibella,O' Mara,Female,48,13/02/1967,Senior Quality Engineer,,High Net Worth,N,No,10,57,8083.15
1766,8943 Knutson Point,4154,QLD,Australia,9,Maye,O'Moylane,Female,53,20/10/1985,Senior Quality Engineer,,Affluent Customer,N,No,21,38,3464.7
1767,3 Nevada Road,4215,QLD,Australia,3,Cicely,Millier,Female,28,10/03/1959,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19,65,5973.14
1768,01 Havey Drive,2099,NSW,Australia,12,Normand,Ganderton,Male,36,09/02/1974,Programmer I,Manufacturing,High Net Worth,N,No,13,50,2428.24
1769,466 Westport Drive,2263,NSW,Australia,7,Sheridan,Shaves,Male,13,26/11/1960,,,Mass Customer,N,Yes,5,63,5115.5
1770,40985 Cherokee Junction,2155,NSW,Australia,10,Chrysler,Vasile,Female,63,10/04/1995,Junior Executive,,Mass Customer,N,Yes,7,29,8228.41
1771,410 Hoepker Pass,4123,QLD,Australia,5,Zarah,Santello,Female,1,01/11/1974,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14,49,7019.95
1772,6 Reinke Street,2768,NSW,Australia,10,Michael,Foulis,Male,98,07/07/1984,Financial Analyst,Financial Services,High Net Worth,N,Yes,14,39,4467.89
1774,6 Hansons Park,2145,NSW,Australia,7,Vidovik,Astall,Male,48,01/11/1978,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18,45,3792.41
1775,5394 Dryden Terrace,3149,VIC,Australia,11,Kimberly,Dishmon,Female,73,01/10/1995,Actuary,Financial Services,Affluent Customer,N,No,3,28,6171.38
1776,56 Bultman Parkway,4721,QLD,Australia,1,Korey,Gate,Male,77,26/08/1978,Accountant I,Financial Services,Affluent Customer,N,No,10,45,7458.65
1777,835 West Hill,2118,NSW,Australia,11,Lucinda,Jerok,Female,47,02/05/1994,Sales Representative,Retail,Affluent Customer,N,No,1,30,7648.44
1778,8 Vermont Pass,3930,VIC,Australia,9,Emera,Margrem,Female,72,30/07/2000,Staff Accountant III,,Mass Customer,N,Yes,2,23,3040.4
1779,6238 Hanover Crossing,3141,VIC,Australia,7,Krishnah,Firmage,Male,55,19/11/1996,Information Systems Manager,Argiculture,Affluent Customer,N,No,5,27,8886.92
1781,71776 Express Avenue,2749,NSW,Australia,8,Sammie,Uglow,Male,63,26/07/1965,Data Coordiator,,Affluent Customer,N,No,17,58,3282.18
1782,162 Golf View Hill,2011,NSW,Australia,6,Ewen,Emes,Male,47,22/12/1966,Pharmacist,Health,Affluent Customer,N,Yes,9,57,8490.84
1783,7389 Union Place,2745,NSW,Australia,8,Brett,McCalister,Male,55,30/07/1995,,Retail,Mass Customer,N,Yes,7,28,11248.25
1784,07 Miller Pass,2017,NSW,Australia,9,Louella,O' Timony,Female,37,15/10/1994,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6,29,4486.61
1785,30 Delladonna Plaza,3046,VIC,Australia,8,Marty,Whatford,Male,23,10/12/1960,Clinical Specialist,Health,Mass Customer,N,No,19,63,5294.27
1786,7395 Blackbird Lane,2134,NSW,Australia,9,Lonee,Gorce,Female,70,20/03/1962,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,11,62,1570.1
1787,79427 Hudson Trail,3677,VIC,Australia,1,Tull,Godehard.sf,Male,2,21/11/1976,Executive Secretary,Retail,High Net Worth,N,Yes,13,47,7519.39
1788,67 Hooker Place,2380,NSW,Australia,5,Anna-diana,Kurten,Female,79,10/08/1964,Account Representative IV,Financial Services,High Net Worth,N,Yes,10,59,10584.15
1789,0380 Chinook Avenue,2047,NSW,Australia,12,Talya,Darycott,Female,44,29/08/1986,Analog Circuit Design manager,Property,Mass Customer,N,No,9,37,3728.3
1790,4092 Brentwood Trail,2147,NSW,Australia,10,Vite,Molyneux,Male,90,25/09/1993,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1,30,4313.98
1791,613 Mayfield Trail,4012,QLD,Australia,6,Ninon,Van Der Hoog,Female,20,25/12/1974,Data Coordiator,IT,Affluent Customer,N,Yes,19,49,7479.16
1792,2 Spohn Court,2750,NSW,Australia,9,Dunstan,Kegley,Male,1,07/04/1988,,Financial Services,Mass Customer,N,No,15,36,9395.76
1793,05239 Springs Circle,3030,VIC,Australia,7,Hewett,Handes,Male,19,14/06/1989,Actuary,Financial Services,Mass Customer,N,Yes,2,34,7572.36
1794,59 Old Gate Drive,4878,QLD,Australia,5,Caro,McKirton,Female,53,10/03/1969,Administrative Officer,Property,Mass Customer,N,No,8,55,3869.44
1795,31186 Hoard Junction,2015,NSW,Australia,12,Wally,Rebbeck,Male,40,21/09/1977,Internal Auditor,Manufacturing,Affluent Customer,N,No,7,46,6133.57
1796,2 Crest Line Crossing,2072,NSW,Australia,9,Cayla,Marcus,Female,79,28/11/1969,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8,54,471.26
1797,18083 Mallard Drive,3075,VIC,Australia,7,Basile,Le Floch,Male,49,16/05/1974,Assistant Professor,,Mass Customer,N,No,8,50,10502.99
1798,93 Lakeland Court,3810,VIC,Australia,6,Eunice,Risom,Female,46,11/10/2000,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1,23,6605.39
1799,023 Thackeray Lane,2070,NSW,Australia,12,Tito,Brash,Male,81,23/12/1977,,,Affluent Customer,N,No,17,46,4409.38
1800,79737 Hollow Ridge Trail,2199,NSW,Australia,9,Dianemarie,Hatherall,Female,30,23/09/1955,Executive Secretary,Argiculture,High Net Worth,N,No,11,68,5571.58
1801,95465 Union Plaza,4055,QLD,Australia,7,Bendix,Olivella,Male,48,23/12/1976,Legal Assistant,Manufacturing,Affluent Customer,N,No,21,47,9112.94
1802,66238 Old Gate Circle,4157,QLD,Australia,9,Lizzie,Duke,Female,3,11/04/1973,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7,51,10435.94
1803,3 Delladonna Street,4799,QLD,Australia,3,Clarinda,Edlyn,Female,75,13/01/1988,,,Mass Customer,N,No,6,36,7116.29
1804,3 Mallard Center,2251,NSW,Australia,8,Matelda,Kordas,Female,91,28/03/1963,Product Engineer,Property,Affluent Customer,N,No,4,61,4740.04
1805,31 Eastwood Circle,2460,NSW,Australia,3,Venus,Sketch,Female,90,15/10/1976,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12,47,2108.15
1807,69555 Dakota Alley,4211,QLD,Australia,5,Pollyanna,Serjeantson,Female,45,15/03/1955,Help Desk Operator,,High Net Worth,N,Yes,16,69,6829.25
1808,21969 Lawn Court,2095,NSW,Australia,9,Charles,Carren,Male,98,15/12/1965,Information Systems Manager,Retail,High Net Worth,N,No,17,58,10837.15
1809,7 Erie Court,2263,NSW,Australia,7,Reba,Southon,Female,67,26/01/1961,Programmer II,Health,Mass Customer,N,Yes,19,63,10150.57
1810,0724 Oxford Crossing,2146,NSW,Australia,9,Royall,Terris,Male,98,06/05/1959,Geological Engineer,Manufacturing,High Net Worth,N,No,16,65,458.74
1811,1 Monterey Terrace,2011,NSW,Australia,12,Sylvan,Sugge,Male,59,13/10/1999,,Financial Services,Mass Customer,N,No,1,24,10112.53
1812,75 Duke Plaza,2147,NSW,Australia,9,Daffi,Sewley,Female,20,11/07/1959,Clinical Specialist,Health,Affluent Customer,N,No,14,64,10631.38
1813,156 Lakeland Way,4035,QLD,Australia,9,Reeva,Eakeley,Female,45,19/05/2001,Technical Writer,Manufacturing,Mass Customer,N,No,1,23,6307.18
1814,91 Mosinee Point,2166,NSW,Australia,5,Shawn,Platfoot,Female,33,18/08/1988,Web Designer IV,Retail,Affluent Customer,N,No,17,35,4848.03
1815,1508 Hooker Avenue,2000,NSW,Australia,8,Bab,Bingall,Female,23,26/03/1954,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19,70,4235.58
1816,3202 Ridge Oak Alley,4121,QLD,Australia,9,Lonni,Andrichak,Female,68,25/02/1977,,Argiculture,Mass Customer,N,No,18,47,4929.82
1817,5510 Pepper Wood Street,3429,VIC,Australia,6,Jozef,Frizzell,Male,32,13/03/1975,Graphic Designer,,High Net Worth,N,No,19,49,10054.07
1818,42952 Fairfield Center,3012,VIC,Australia,8,Katha,Lockhurst,Female,64,01/04/1967,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11,57,8942.78
1819,1 Garrison Street,3103,VIC,Australia,12,Deedee,Fransinelli,Female,26,23/11/1994,Graphic Designer,Entertainment,Mass Customer,N,Yes,8,29,2884.59
1820,013 Armistice Street,2769,NSW,Australia,10,Yard,Teeney,Male,12,02/04/1996,Software Engineer II,IT,Affluent Customer,N,No,5,28,8429.29
1821,3201 Canary Center,2540,NSW,Australia,9,Fields,Bayne,Male,89,09/03/1972,Web Developer IV,Entertainment,High Net Worth,N,Yes,15,52,14387.59
1822,4365 Basil Junction,2539,NSW,Australia,7,Trudie,Capper,Female,67,18/09/1962,,Financial Services,Mass Customer,N,No,9,61,3009.41
1823,1164 Toban Road,3806,VIC,Australia,5,Trude,Rizzardo,Female,29,24/05/1974,VP Quality Control,,High Net Worth,N,No,10,50,6635.66
1824,2364 Dovetail Way,3048,VIC,Australia,6,Robbie,Yakubovics,Female,12,12/10/1959,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5,64,7059.41
1825,738 Sloan Place,3212,VIC,Australia,5,Arv,Whitsey,Male,82,14/02/1967,VP Quality Control,Financial Services,Mass Customer,N,Yes,17,57,6976.92
1826,318 Jenifer Alley,2119,NSW,Australia,11,Jareb,Langcaster,Male,33,10/01/1961,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7,63,6983.06
1827,6395 Anthes Hill,4504,QLD,Australia,4,Stormie,Smyth,Female,92,15/01/1978,Sales Representative,Retail,Affluent Customer,N,Yes,18,46,6400.31
1828,36516 Forster Lane,4034,QLD,Australia,7,Leigha,Bacchus,Female,65,02/12/1987,Junior Executive,Manufacturing,Affluent Customer,N,No,14,36,2146.84
1829,107 Garrison Plaza,2200,NSW,Australia,10,Darcy,Jaslem,Male,82,29/10/1980,Editor,,Mass Customer,N,No,14,43,2868.37
1830,717 Oakridge Way,2117,NSW,Australia,8,Nathan,Antognazzi,Male,98,30/04/1985,Software Consultant,Manufacturing,High Net Worth,N,No,12,39,8772.89
1831,16405 Doe Crossing Parkway,3630,VIC,Australia,3,Lisle,Yokel,Male,58,13/11/1977,Social Worker,Health,Mass Customer,N,No,15,46,6774.88
1832,16 Monument Place,4701,QLD,Australia,3,Elicia,Normanvill,Female,53,05/11/1964,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12,59,9260.84
1833,99841 Talisman Street,4224,QLD,Australia,3,Klemens,Eite,Male,67,15/03/1967,Actuary,Financial Services,High Net Worth,N,Yes,19,57,4197.33
1834,21 Duke Hill,4344,QLD,Australia,4,Otes,Gottelier,Male,84,30/06/1977,Director of Sales,Financial Services,High Net Worth,N,Yes,11,46,6290.79
1835,891 Anderson Parkway,2009,NSW,Australia,10,Rodrigo,Felce,Male,48,30/06/1993,Financial Advisor,Financial Services,Affluent Customer,N,Yes,1,30,5273.87
1836,9446 Holmberg Court,2133,NSW,Australia,11,Rochella,Harce,Female,54,05/06/1955,Research Nurse,Health,Mass Customer,N,Yes,13,68,2832.71
1837,46512 Cambridge Avenue,2759,NSW,Australia,8,Tirrell,Cosgreave,Male,9,29/12/1973,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19,50,9763.42
1838,54250 Welch Pass,3145,VIC,Australia,11,Jobina,Dudenie,Female,14,25/11/1964,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12,59,7121.11
1839,734 South Court,4152,QLD,Australia,8,Faythe,Rance,Female,60,08/05/1987,Internal Auditor,Entertainment,High Net Worth,N,Yes,5,37,5930.82
1840,769 Banding Avenue,2151,NSW,Australia,10,Sherman,Gullen,Male,22,04/11/1977,Staff Scientist,Argiculture,High Net Worth,N,Yes,20,46,6929.78
1841,2590 Northport Hill,2070,NSW,Australia,11,Nathanial,D'Ambrogi,Male,63,22/10/1995,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2,28,5805.54
1842,9649 Cascade Way,2250,NSW,Australia,8,Ephrayim,Beville,Male,89,27/02/1977,Accountant IV,Financial Services,Mass Customer,N,No,8,47,6542.54
1843,69 Valley Edge Lane,3144,VIC,Australia,8,Kennett,Attack,Male,96,08/09/1984,Recruiting Manager,,Mass Customer,N,Yes,4,39,5065.64
1844,327 Monument Street,3201,VIC,Australia,4,Amaleta,Slafford,Female,71,21/10/1975,Product Engineer,,Mass Customer,N,No,12,48,9198.96
1845,4 Sunnyside Crossing,2125,NSW,Australia,12,Pascal,Veronique,Male,34,16/01/1978,General Manager,Financial Services,Mass Customer,N,No,6,46,9342.2
1846,8 Hoffman Alley,3181,VIC,Australia,10,Lorette,Daspar,Female,4,18/12/1978,Senior Editor,Manufacturing,Affluent Customer,N,No,7,45,441.49
1847,894 Duke Crossing,2665,NSW,Australia,1,Bobinette,Stanaway,Female,68,04/02/1978,Executive Secretary,Manufacturing,Mass Customer,N,No,6,46,3921.92
1848,01714 Claremont Center,2474,NSW,Australia,3,Dev,Caghan,Male,22,25/11/1976,Information Systems Manager,Manufacturing,Mass Customer,N,No,9,47,8432.48
1849,6809 Maple Park,3023,VIC,Australia,8,Jess,Bollans,Male,6,01/07/1958,,Retail,Mass Customer,N,Yes,5,65,7069.03
1850,95294 Karstens Park,2155,NSW,Australia,9,Dare,Wasling,Male,4,16/05/1978,Biostatistician II,Manufacturing,High Net Worth,N,No,7,46,7706.74
1851,8872 Bunker Hill Crossing,2196,NSW,Australia,9,Miles,Fallows,Male,20,18/03/1974,Account Representative II,,Mass Customer,N,No,13,50,2498.86
1852,14 Westport Pass,3029,VIC,Australia,6,Darby,Shailer,Female,22,21/01/1978,Research Associate,Manufacturing,Affluent Customer,N,No,18,46,7030.61
1853,867 Grim Terrace,3754,VIC,Australia,6,Agathe,Dimmick,Female,67,20/06/1987,Recruiter,,Mass Customer,N,Yes,17,36,8957.8
1854,48023 International Way,3630,VIC,Australia,1,Mandie,Jeger,Female,11,12/09/1978,Community Outreach Specialist,,High Net Worth,N,Yes,17,45,3384.56
1855,0 Prairie Rose Place,3802,VIC,Australia,7,Foss,Yanele,Male,2,08/07/1971,Librarian,Entertainment,Mass Customer,N,Yes,18,52,3648.1
1856,56145 Porter Lane,2010,NSW,Australia,10,Toni,Harbidge,Female,57,20/07/1969,Associate Professor,Retail,Mass Customer,N,No,4,54,1134.63
1857,509 Ridgeway Junction,3166,VIC,Australia,10,Purcell,Chinnery,Male,57,20/09/1968,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5,55,7891.88
1858,41 Eagan Junction,2570,NSW,Australia,8,Gabriella,,Female,30,26/04/1957,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11,67,12412.28
1859,5290 Lunder Park,2287,NSW,Australia,7,Melamie,Hardman,Female,81,08/04/1990,Accountant IV,IT,High Net Worth,N,Yes,12,34,6599.45
1860,52425 Prairie Rose Road,4500,QLD,Australia,6,Holly-anne,Hamman,Female,4,28/12/1976,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17,47,7424.78
1861,7939 Toban Crossing,2770,NSW,Australia,7,Charlena,Muzzi,Female,26,18/07/1967,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8,56,7073.07
1862,0672 Lyons Pass,2153,NSW,Australia,10,Daron,Umpleby,Female,24,29/06/1980,,Health,High Net Worth,N,Yes,4,43,6966.85
1863,904 Mandrake Parkway,2820,NSW,Australia,1,Adelbert,Doelle,Male,10,11/05/1978,VP Product Management,Telecommunications,High Net Worth,N,No,20,46,8915.48
1864,3007 Summer Ridge Street,4511,QLD,Australia,7,Anet,Pellitt,Female,45,03/07/1960,Senior Quality Engineer,Retail,Mass Customer,N,No,18,63,8863.49
1865,47 Veith Junction,3196,VIC,Australia,9,Isabelita,Kitchener,Female,35,24/12/1997,Office Assistant III,,Mass Customer,N,No,3,26,1071.23
1866,007 Canary Circle,2047,NSW,Australia,12,Huberto,Bazylets,Male,27,07/10/1992,Marketing Manager,Manufacturing,Mass Customer,N,No,2,31,12450.76
1867,1 Saint Paul Terrace,2161,NSW,Australia,6,Tonya,Ritmeier,Female,96,16/04/1986,Senior Developer,,Affluent Customer,N,No,3,38,11055.86
1868,87705 Hovde Center,4870,QLD,Australia,5,Aloisia,Ivel,Female,11,22/06/1988,Assistant Manager,Retail,Mass Customer,N,No,10,35,10105.23
1869,765 6th Plaza,4226,QLD,Australia,7,Neda,Longfellow,Female,73,19/10/1977,Geologist IV,Financial Services,High Net Worth,N,Yes,9,46,3260.59
1870,248 Bartillon Plaza,4059,QLD,Australia,9,Alikee,Sjollema,Female,24,16/01/1973,Graphic Designer,,Affluent Customer,N,No,9,51,7755.76
1871,66811 Lerdahl Way,4160,QLD,Australia,4,Shayna,McQuin,Female,52,23/01/1994,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,30,3787.27
1872,5809 Coolidge Avenue,2747,NSW,Australia,6,Leif,Feeney,Male,75,28/05/1973,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14,51,6136.51
1873,2769 Banding Avenue,3189,VIC,Australia,10,Raul,Cabrer,Male,49,09/07/1992,General Manager,Manufacturing,Affluent Customer,N,Yes,4,31,5930.68
1874,3 Monterey Trail,2582,NSW,Australia,9,Nickolai,McChesney,Male,17,29/09/1957,,Argiculture,High Net Worth,N,Yes,7,66,3958.47
1875,85549 Sheridan Parkway,4170,QLD,Australia,8,Amory,Bohler,Male,4,11/01/1959,Staff Scientist,Retail,High Net Worth,N,Yes,19,65,6549.05
1876,4498 Donald Crossing,2525,NSW,Australia,10,Borden,Wooles,Male,16,28/05/1977,Recruiting Manager,Financial Services,Affluent Customer,N,No,21,47,10115.02
1877,4 Ridgeway Court,4030,QLD,Australia,4,Radcliffe,Bartolomeoni,Male,13,09/09/1966,Associate Professor,Financial Services,High Net Worth,N,Yes,16,57,4192.31
1878,4 Bartelt Hill,4510,QLD,Australia,1,Pen,Hedgecock,Male,6,06/11/1954,Account Coordinator,Health,Affluent Customer,N,No,10,69,6231.59
1879,91116 Riverside Plaza,2114,NSW,Australia,8,Kermy,Heningam,Male,4,25/04/1967,Account Representative I,Manufacturing,High Net Worth,N,No,5,57,5332.89
1880,60911 Almo Point,2066,NSW,Australia,12,Garrett,Dommett,Male,50,11/08/1972,,,High Net Worth,N,No,17,51,6619.75
1881,0 Superior Pass,2050,NSW,Australia,8,Gherardo,Lahy,Male,61,10/12/1957,Quality Control Specialist,,Affluent Customer,N,Yes,12,66,8559.33
1882,9 Superior Terrace,2199,NSW,Australia,9,Justin,Ragless,Male,86,05/05/1964,Account Executive,Manufacturing,Affluent Customer,N,No,10,60,5862.02
1883,57 Marquette Hill,4120,QLD,Australia,6,Jinny,Cawood,Female,6,13/08/1991,,Health,Mass Customer,N,No,6,32,4596.28
1884,36 Sommers Place,2096,NSW,Australia,12,Aurore,Buckmaster,Female,19,25/11/1969,,Manufacturing,Mass Customer,N,Yes,17,54,6672
1885,83148 Rowland Alley,2530,NSW,Australia,8,Jerome,Sheavills,Male,18,27/10/1982,Software Consultant,Health,High Net Worth,N,Yes,11,41,10587.23
1886,34 Arrowood Pass,2567,NSW,Australia,9,Eugenie,Belcham,Female,35,22/09/1978,Nurse,IT,Affluent Customer,N,No,18,45,4591.32
1887,72 Mandrake Court,3183,VIC,Australia,9,Kynthia,Purcer,Female,22,22/06/1965,Director of Sales,IT,Affluent Customer,N,Yes,8,58,17133.93
1888,9 Emmet Hill,2042,NSW,Australia,10,Sibyl,Scholtz,Female,67,26/01/2002,Food Chemist,Health,Mass Customer,N,Yes,1,22,5775.32
1889,16984 Pankratz Park,2324,NSW,Australia,7,Dare,,Male,98,07/07/1973,Quality Control Specialist,Retail,Affluent Customer,N,No,11,50,6210.69
1890,9460 Laurel Crossing,4032,QLD,Australia,7,Carce,Gunthorp,Male,89,08/10/1972,Analyst Programmer,Financial Services,Mass Customer,N,No,7,51,10862.91
1891,5786 Kinsman Point,2127,NSW,Australia,8,Neville,Bloyes,Male,6,02/03/1990,Marketing Manager,Retail,Mass Customer,N,Yes,19,34,9203.4
1892,4 Fairfield Way,2487,NSW,Australia,10,Allyson,Pinsent,Female,48,07/09/1995,,Retail,High Net Worth,N,Yes,2,28,4803.15
1893,319 Michigan Way,4350,QLD,Australia,4,Gunar,Sleit,Male,25,22/04/1968,Administrative Officer,,Mass Customer,N,No,5,56,7903.94
1894,49 Fulton Park,3156,VIC,Australia,8,Patten,Laytham,Male,86,01/04/1976,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17,48,3591.03
1895,0 Corben Court,3121,VIC,Australia,11,Leese,Lohan,Female,53,02/09/1975,Technical Writer,Manufacturing,Mass Customer,N,No,15,48,2994.17
1896,8 Drewry Street,4655,QLD,Australia,5,Garald,Brasner,Male,13,30/04/1995,Project Manager,,High Net Worth,N,No,1,29,3843.92
1897,48 Dawn Center,4132,QLD,Australia,3,Cosette,Callar,Female,58,20/08/1997,Product Engineer,,Mass Customer,N,Yes,1,26,5120.75
1898,6244 Forest Point,4103,QLD,Australia,9,Katalin,Mantz,Female,67,24/11/1979,Developer III,Manufacturing,Affluent Customer,N,Yes,12,44,9179.48
1899,0306 Donald Court,3844,VIC,Australia,1,Lambert,Vardey,Male,29,02/09/1997,,Retail,Affluent Customer,N,Yes,4,26,3807.34
1900,3762 Victoria Alley,4078,QLD,Australia,6,Noland,Larder,Male,67,15/08/1980,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19,43,3327.94
1901,3 Manley Crossing,4074,QLD,Australia,6,Vail,Southernwood,Male,40,22/08/1977,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8,46,10098.55
1902,36866 Summit Point,3750,VIC,Australia,9,Camille,Vallintine,Female,48,01/12/1964,Environmental Tech,Financial Services,Mass Customer,N,Yes,4,59,5864.75
1903,9 Pearson Plaza,3177,VIC,Australia,7,Tucky,Pizzie,Male,8,20/11/1973,Project Manager,,High Net Worth,N,Yes,4,50,6548.94
1904,7450 Prairie Rose Drive,2868,NSW,Australia,1,Nert,Muglestone,Female,60,25/01/1978,Technical Writer,IT,High Net Worth,N,Yes,14,46,1954.46
1905,83975 Rowland Place,2166,NSW,Australia,6,Corabelle,,Female,21,17/09/1953,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15,70,9595.46
1906,01 Weeping Birch Plaza,2640,NSW,Australia,4,Waylan,Katte,Male,69,24/04/1988,Product Engineer,Retail,Mass Customer,N,No,22,36,5992.34
1907,738 Dixon Drive,2575,NSW,Australia,8,Lind,Dredge,Male,69,04/11/1974,VP Sales,Health,High Net Worth,N,No,18,49,3740.6
1908,5766 Pearson Court,2227,NSW,Australia,8,Jaquelyn,Workman,Female,2,10/12/1963,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6,60,7578.92
1909,9 Shelley Center,2170,NSW,Australia,7,Drucill,Laurand,Female,32,11/12/1984,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13,39,5543.2
1910,07273 Sundown Trail,2358,NSW,Australia,2,Yovonnda,Warrior,Female,20,13/07/1959,Systems Administrator I,Property,High Net Worth,N,Yes,14,64,3041.75
1911,2 Maryland Drive,4227,QLD,Australia,7,Hallsy,De Leek,Male,22,08/06/1980,Director of Sales,Manufacturing,Mass Customer,N,No,3,43,3156.36
1912,3 Roth Place,2449,NSW,Australia,2,Hall,Grouer,Male,36,04/11/1992,Account Coordinator,Manufacturing,High Net Worth,N,No,7,31,7048.19
1913,81856 Express Lane,2299,NSW,Australia,6,Tamiko,Fergie,Female,36,02/11/1973,Dental Hygienist,Health,Mass Customer,N,Yes,17,50,8621.87
1914,5 Porter Road,4014,QLD,Australia,6,Clyve,Sandwick,Male,72,21/06/1968,VP Product Management,Financial Services,Mass Customer,N,No,5,55,7833.69
1915,59 Waywood Road,3163,VIC,Australia,8,Dusty,Tesimon,Female,40,12/10/1953,Social Worker,Health,Mass Customer,N,Yes,12,70,4749.41
1916,6838 Anniversary Junction,2484,NSW,Australia,4,Redd,O'Crowley,Male,71,05/03/1995,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7,29,7436.05
1917,90128 Caliangt Place,2484,NSW,Australia,4,Raquela,Schimpke,Female,7,28/07/1973,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8,50,9783.66
1919,9 Utah Road,4179,QLD,Australia,8,Bartie,Hartburn,Male,40,23/12/1960,VP Product Management,Argiculture,Mass Customer,N,Yes,19,63,3935.23
1920,00213 Atwood Pass,2340,NSW,Australia,1,Rutter,Marlen,Male,29,06/01/1988,Sales Associate,Financial Services,Mass Customer,N,No,13,36,1038.65
1921,7230 Montana Place,2777,NSW,Australia,9,Cybill,Wakes,Female,70,03/12/1982,Accountant III,,Mass Customer,N,No,17,41,586.45
1922,51763 Carey Place,3056,VIC,Australia,7,Ailene,Tomkies,Female,7,11/11/1969,Speech Pathologist,,High Net Worth,N,Yes,5,54,3352.52
1923,4 Susan Center,3170,VIC,Australia,9,Immanuel,Farlamb,Male,52,23/08/1970,Health Coach IV,Health,Mass Customer,N,No,9,53,3704.94
1924,745 Troy Avenue,2769,NSW,Australia,9,Eolande,Kauscher,Female,94,01/12/1965,VP Product Management,,Mass Customer,N,Yes,14,58,4133.39
1925,6 Upham Place,4556,QLD,Australia,7,Amaleta,Dickens,Female,34,28/01/1982,,,Mass Customer,N,Yes,7,42,6617.74
1926,34694 Sugar Place,4740,QLD,Australia,5,Stefano,Menhenitt,Male,72,15/11/1957,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10,66,7762.71
1927,26876 Lyons Court,3166,VIC,Australia,10,Masha,Bibbie,Female,11,15/07/1975,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8,48,6439.16
